,County,CensusTract,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Voters,Workers,Locations,Hours,eff_score
47,crosby,48107950200.0,53.93333333333334,40.96666666666667,3.5,0.0,0.0,0.4666666666666666,1386.0,37941.666666666664,6975.333333333333,19070.333333333332,2894.3333333333335,22.733333333333334,34.93333333333333,28.566666666666666,19.0,19.933333333333334,23.366666666666664,9.133333333333335,83.43333333333332,8.233333333333334,0.0,2.966666666666667,3.9,1.4333333333333333,22.233333333333334,826.0,72.56666666666666,17.3,9.633333333333333,0.4666666666666666,9.500000000000002,3540,12,709,12,28.840677966101694
48,culberson,48109950300.0,78.4,19.2,0.4,0.5,0.0,0.1,1591.0,35000.0,5602.0,17340.0,3140.0,29.7,41.7,20.1,32.2,24.2,15.7,7.8,73.1,18.7,0.2,2.9,3.0,2.2,11.0,1020.0,74.7,19.1,6.2,0.0,6.5,1714,18,5,12,0.6301050175029171
49,dallam,48111950200.0,34.1,61.7,0.75,1.2000000000000002,1.0,0.0,2092.0,47257.5,6025.5,23821.5,3271.0,14.8,21.5,24.5,21.45,16.75,20.0,17.3,80.0,11.5,1.0,1.75,2.95,2.8499999999999996,12.65,1690.5,74.95,13.25,11.549999999999999,0.25,3.9,3040,8,2,12,0.06315789473684211
50,dallas,48113016321.81853,37.65180265654644,33.94990512333965,20.908349146110062,0.17077798861480076,5.423908918406067,0.04497153700189752,2708.3213610586013,57175.50095238095,9558.495238095238,30441.41176470588,4558.779886148008,19.265654648956335,27.655028462998093,32.563757115749546,18.401518026565476,24.275142314990507,11.567552182163192,13.192789373814037,77.73055028463011,11.181973434535106,3.3519924098671723,1.5400379506641357,2.0521821631878545,4.144592030360533,26.297908745247135,2253.2287334593575,84.10796963946859,9.136812144212522,6.59544592030361,0.16129032258064513,7.710815939278936,1338338,3092,416,12,11.533158290357145
51,dawson,48115950475.75,52.075,40.95,5.25,0.24999999999999997,0.7500000000000001,0.025,2409.5,41306.5,8125.0,20268.25,3250.0,17.1,18.175,22.225,18.15,24.7,17.35,17.55,77.47500000000001,16.1,0.275,1.75,1.75,2.6500000000000004,15.849999999999998,1211.0,68.0,20.925,10.95,0.1,9.375,7065,28,9,12,0.4280254777070064
52,dewitt,48123970300.0,32.7,58.760000000000005,7.9799999999999995,0.08,0.08,0.0,3109.4,51639.8,11227.2,29856.6,6001.8,14.780000000000001,20.6,29.5,19.0,21.36,14.719999999999999,15.4,83.6,8.38,0.04,2.3200000000000003,1.3,4.32,23.04,1585.4,72.52,17.439999999999998,9.8,0.24,6.4,11765,27,10,12,0.2753931151721207
53,delta,48119950150.0,7.0,80.0,9.350000000000001,0.39999999999999997,0.8,0.0,2010.0,40795.5,4627.0,20329.5,2336.0,24.35,42.4,33.05,14.9,21.75,11.65,18.6,82.35,10.2,0.0,3.4,1.75,2.25,29.75,915.0,73.15,16.45,10.4,0.0,14.299999999999999,3838,23,1,12,0.07191245440333507
54,denton,48121021264.80292,19.159854014598533,60.838686131386886,8.790510948905109,0.26715328467153293,8.02043795620438,0.06934306569343066,3525.2700729927005,83279.24087591241,11151.642335766423,35106.67153284672,4301.686131386861,9.726277372262771,11.747445255474455,43.99197080291971,14.778102189781015,26.418248175182477,6.1598540145985385,8.662043795620438,80.70802919708032,9.121897810218979,1.066423357664234,1.3751824817518246,1.3627737226277374,6.360583941605838,27.649635036496353,2831.2700729927005,82.30583941605839,11.829927007299268,5.6985401459854,0.16277372262773726,5.577372262773723,503487,521,94,12,1.167235698240471
55,dickens,48125950300.0,26.4,66.9,6.1,0.2,0.0,0.0,1714.0,39700.0,4253.0,20659.0,2919.0,20.1,24.8,41.5,15.6,16.9,19.0,7.0,75.3,9.7,0.0,6.2,2.8,6.1,16.1,744.0,59.0,31.2,9.5,0.3,13.6,1268,15,6,12,0.8517350157728707
56,donley,48129950250.0,10.5,82.5,5.25,0.65,0.39999999999999997,0.05,1413.0,36457.5,3963.5,20544.0,2352.5,17.55,32.150000000000006,34.25,24.15,15.75,14.8,11.0,68.55,16.75,0.0,4.45,1.15,9.100000000000001,23.4,705.5,55.45,29.95,14.6,0.0,3.3000000000000003,2230,12,6,12,0.3874439461883408
57,duval,48131950266.666664,88.06666666666668,10.4,0.8666666666666666,0.26666666666666666,0.39999999999999997,0.0,2878.3333333333335,36452.666666666664,9947.666666666666,21174.666666666668,5029.666666666667,23.400000000000002,35.26666666666666,18.099999999999998,24.333333333333332,22.166666666666668,22.900000000000002,12.5,69.73333333333333,19.5,0.0,5.7,1.9666666666666668,3.1,28.133333333333336,1445.3333333333333,75.86666666666666,17.266666666666666,6.533333333333334,0.3666666666666667,10.633333333333333,1971,32,9,12,1.7534246575342465
58,eastland,48133950300.0,16.22,79.88000000000001,2.3,0.18,0.26,0.0,2784.0,34550.6,6120.2,20221.0,4187.2,18.34,20.78,29.32,21.26,19.979999999999997,13.419999999999998,16.02,83.42,10.84,0.06,1.6800000000000002,0.8,3.22,19.959999999999997,1360.6,76.53999999999999,14.4,8.32,0.74,4.54,10860,32,9,12,0.318232044198895
59,ector,48135001750.32143,56.475000000000016,36.82857142857143,4.2785714285714285,0.29999999999999993,0.7607142857142856,0.0035714285714285718,3306.3928571428573,57245.857142857145,9021.107142857143,25801.25,3795.0,13.603571428571431,17.15357142857143,22.75714285714286,15.87857142857143,25.11428571428572,17.939285714285717,18.324999999999996,80.93214285714286,14.578571428571427,0.5928571428571427,1.1178571428571427,0.5142857142857143,2.2607142857142852,20.924999999999994,2504.6428571428573,82.34285714285714,10.639285714285718,6.878571428571429,0.1392857142857143,5.117857142857142,76573,111,26,12,0.4522743003408512
60,edwards,48137950300.0,51.0,48.8,0.2,0.1,0.0,0.0,1480.0,41813.0,16850.0,27893.0,9683.0,10.8,20.8,22.7,20.9,26.9,22.0,7.5,56.2,14.4,0.0,5.7,7.2,16.5,23.2,912.0,57.2,23.0,19.7,0.0,4.9,1454,15,5,12,0.6189821182943603
61,ellis,48139060655.129036,25.00967741935484,63.906451612903226,8.632258064516131,0.27096774193548384,0.5451612903225808,0.029032258064516127,3393.1290322580644,63247.06451612903,9783.032258064517,26101.709677419356,3364.6774193548385,12.541935483870969,17.03870967741935,30.758064516129032,14.841935483870968,27.258064516129025,11.138709677419357,16.01290322580645,81.52580645161291,11.787096774193548,0.3451612903225807,0.5516129032258064,0.8290322580645161,4.96774193548387,28.554838709677423,2409.7741935483873,78.57741935483871,13.974193548387102,7.390322580645161,0.058064516129032254,6.238709677419355,108499,168,36,12,0.6689093908699619
62,erath,48143950375.375,20.487500000000004,76.3125,1.075,0.4375,0.6124999999999999,0.0,3683.0,42170.5,8081.375,22966.0,4127.125,23.1125,22.1875,29.15,18.3,21.75,14.55,16.25,81.8375,10.262500000000001,0.2625,2.5875000000000004,1.2,3.8374999999999995,21.100000000000005,2409.375,76.99999999999999,14.5,8.4875,0.025,4.3374999999999995,22534,37,10,12,0.19703559066299814
63,falls,48145000483.333336,21.900000000000002,51.46666666666667,25.116666666666664,0.05000000000000001,0.23333333333333336,0.049999999999999996,2165.0,39522.5,7512.5,16748.666666666668,2367.0,21.816666666666666,31.33333333333333,25.21666666666667,21.55,22.049999999999997,15.033333333333333,16.166666666666668,76.23333333333333,13.283333333333331,2.3833333333333333,2.8000000000000003,2.3333333333333335,2.9499999999999997,24.78333333333333,1011.3333333333334,70.43333333333334,21.533333333333335,7.766666666666667,0.25,7.466666666666666,10438,0,2494,12,0.0
64,fannin,48147950500.666664,9.322222222222223,80.93333333333332,6.322222222222222,0.28888888888888886,0.5666666666666668,0.044444444444444446,2810.8888888888887,44583.0,6925.666666666667,20844.333333333332,2229.222222222222,17.41111111111111,22.07777777777778,30.91111111111111,16.966666666666665,22.04444444444444,12.733333333333333,17.355555555555558,81.87777777777778,10.477777777777776,0.044444444444444446,1.2888888888888888,1.2888888888888888,5.033333333333334,29.711111111111116,1473.2222222222222,73.35555555555555,19.366666666666667,7.155555555555556,0.1111111111111111,6.488888888888889,20809,49,15,12,0.4238550627132491
65,fayette,48149970400.0,16.514285714285716,76.0,6.8999999999999995,0.028571428571428574,0.09999999999999999,0.028571428571428574,2631.4285714285716,48981.71428571428,7733.285714285715,29636.714285714286,4779.428571428572,11.214285714285712,13.742857142857144,24.071428571428573,16.685714285714287,25.514285714285712,16.87142857142857,16.857142857142858,82.91428571428571,9.585714285714285,0.17142857142857143,1.6428571428571428,1.0285714285714285,4.714285714285714,24.414285714285715,1667.0,76.22857142857143,13.471428571428572,10.057142857142855,0.2857142857142857,2.228571428571429,16583,106,26,12,1.9943315443526504
66,floyd,48153950550.0,55.25,40.400000000000006,2.5,0.05,0.1,0.0,2051.0,41345.5,8279.0,22474.5,3310.5,22.15,37.5,29.65,15.65,18.75,21.799999999999997,14.2,81.94999999999999,9.25,0.0,2.3,0.55,6.050000000000001,15.05,1300.0,72.55,17.6,9.75,0.1,7.75,3970,6,2,12,0.036272040302267
67,foard,48155950100.0,11.6,84.5,2.9,0.0,0.9,0.0,929.0,36477.0,7406.0,22871.0,3715.0,9.8,6.3,31.8,13.5,35.4,11.7,7.6,88.3,8.4,0.0,1.6,0.0,1.8,18.0,446.0,60.8,24.9,13.5,0.9,9.7,914,6,2,12,0.1575492341356674
68,franklin,48159950200.0,16.2,76.06666666666666,6.1000000000000005,0.3333333333333333,0.03333333333333333,0.13333333333333333,2529.0,39862.333333333336,10014.333333333334,24789.0,5404.666666666667,19.366666666666664,27.766666666666666,24.96666666666667,19.933333333333334,22.100000000000005,14.100000000000001,18.866666666666667,81.56666666666668,8.866666666666667,0.0,3.733333333333334,1.2,4.6,24.566666666666666,1436.3333333333333,72.0,14.666666666666666,12.300000000000002,1.0333333333333332,7.099999999999999,6807,24,8,12,0.3384750991626267
69,freestone,48161000457.14286,13.828571428571427,64.60000000000001,19.47142857142857,0.4142857142857143,0.15714285714285717,0.0,2013.142857142857,45421.42857142857,11481.285714285714,23794.714285714286,3623.714285714286,14.22857142857143,24.057142857142857,26.0,23.057142857142857,19.442857142857143,15.3,16.228571428571428,83.50000000000001,11.542857142857143,0.6,1.6714285714285713,0.9428571428571428,1.757142857142857,24.342857142857145,1124.0,73.54285714285716,19.599999999999998,6.714285714285714,0.17142857142857143,5.1571428571428575,11956,39,2475,12,96.8802275008364
70,frio,48163950200.0,77.2,17.3,4.466666666666667,0.0,0.39999999999999997,0.0,3931.0,35754.0,8945.333333333334,16496.666666666668,3827.0,23.0,32.1,17.333333333333332,28.73333333333333,19.233333333333334,19.333333333333332,15.333333333333334,83.03333333333333,10.800000000000002,0.13333333333333333,3.6333333333333333,1.8999999999999997,0.5,17.76666666666667,2206.0,80.86666666666666,15.299999999999999,3.766666666666667,0.09999999999999999,5.333333333333333,8606,30,9,12,0.3764815245177783
71,gaines,48165950200.0,46.76666666666667,50.0,1.8666666666666665,0.2333333333333333,0.5333333333333333,0.19999999999999998,3301.6666666666665,57070.666666666664,11499.333333333334,21825.333333333332,3288.6666666666665,11.833333333333334,12.666666666666664,22.833333333333332,12.466666666666667,19.03333333333333,27.700000000000003,17.966666666666665,77.93333333333334,15.933333333333332,0.0,3.766666666666667,0.5,1.8666666666666665,16.166666666666668,2622.6666666666665,75.43333333333334,14.0,10.6,0.0,4.5,8926,18,4,12,0.09679587721263724
72,galveston,48167726991.32836,24.316666666666666,54.28030303030306,16.657575757575753,0.30454545454545456,2.787878787878788,0.009090909090909092,3217.6567164179105,57612.045454545456,10794.045454545454,29806.166666666668,4404.621212121212,17.35151515151514,26.03939393939394,35.345454545454544,20.67727272727273,23.28484848484849,10.398484848484852,10.289393939393936,77.08333333333333,11.327272727272728,1.465151515151515,3.1742424242424248,3.492424242424242,3.4530303030303022,25.212121212121207,2144.492537313433,74.24545454545454,19.09848484848485,6.468181818181817,0.19090909090909092,9.004545454545452,206534,151,35,12,0.30706808564207344
73,garza,48169950100.0,56.0,39.0,4.5,0.3,0.1,0.0,2914.0,48508.0,5305.0,18125.0,8610.0,10.4,14.3,24.0,21.9,22.3,15.9,15.9,76.1,17.2,0.0,3.3,2.9,0.6,18.4,2018.0,70.5,17.5,12.0,0.0,2.0,2452,22,6,12,0.6460032626427407
74,gillespie,48171950300.0,20.560000000000002,77.74,0.25999999999999995,0.02,0.13999999999999999,0.0,3833.2,54490.4,7150.0,30733.4,4101.0,10.919999999999998,17.419999999999998,35.120000000000005,20.4,21.32,13.48,9.66,74.62,15.26,0.48,2.7600000000000002,2.4,4.5,20.419999999999998,2246.0,73.56,11.379999999999999,14.7,0.4,6.38,18096,90,13,12,0.7758620689655172
75,glasscock,48173950100.0,34.1,65.9,0.0,0.0,0.0,0.0,706.0,67303.0,17246.0,35054.0,6846.0,3.4,0.0,44.1,5.0,19.2,27.3,4.4,81.1,5.8,0.0,2.6,1.2,9.3,21.0,499.0,68.5,17.0,14.4,0.0,2.5,783,16,4,12,0.9808429118773946
76,goliad,48175960150.0,35.900000000000006,58.5,5.0,0.0,0.05,0.1,2857.5,51977.0,4241.0,29627.0,5127.5,18.4,30.75,29.6,17.05,21.3,13.75,18.200000000000003,76.35,14.55,0.0,3.0,0.0,6.1,27.85,1481.0,70.05,21.85,7.85,0.25,9.65,5263,33,9,12,0.6771803154094623
77,gonzales,48177000350.0,49.20000000000001,42.949999999999996,6.383333333333334,0.08333333333333333,0.09999999999999999,0.0,2094.6666666666665,43141.833333333336,7179.666666666667,21152.5,3380.1666666666665,20.933333333333334,28.816666666666666,21.916666666666668,17.933333333333334,23.016666666666666,18.650000000000002,18.516666666666666,72.8,17.2,2.1333333333333333,2.6,1.0333333333333332,4.166666666666667,21.05,1403.6666666666667,77.88333333333334,13.299999999999997,8.4,0.45,6.366666666666667,12210,40,14,12,0.5503685503685504
78,gray,48179950485.71429,30.98571428571429,61.542857142857144,4.085714285714286,0.7428571428571429,0.39999999999999997,0.08571428571428572,2259.1428571428573,45925.71428571428,8350.0,20067.571428571428,2650.5714285714284,15.114285714285714,18.37142857142857,21.428571428571427,16.614285714285717,23.17142857142857,20.842857142857138,17.885714285714286,81.97142857142858,14.728571428571428,0.0,1.1999999999999997,1.3714285714285714,0.7000000000000001,20.400000000000002,1349.142857142857,81.74285714285715,11.285714285714286,6.957142857142857,0.028571428571428574,6.142857142857143,12493,19,7,12,0.1277515408628832
79,grayson,48181000970.26923,12.165384615384614,76.77692307692308,6.16923076923077,1.3115384615384613,1.0692307692307694,0.07692307692307694,3420.5384615384614,46366.269230769234,7723.2692307692305,24520.615384615383,3187.076923076923,16.876923076923074,22.15769230769231,29.75384615384617,19.38076923076923,24.003846153846155,11.746153846153847,15.119230769230764,77.08461538461539,13.865384615384615,0.39615384615384613,2.1499999999999995,1.4076923076923076,5.107692307692308,24.83846153846154,2109.0384615384614,78.28076923076924,13.711538461538463,7.700000000000003,0.3038461538461539,8.338461538461537,80942,141,23,12,0.4807887129055373
80,gregg,48183043036.36,19.095833333333335,56.18333333333334,21.5625,0.3916666666666668,1.3375000000000001,0.22499999999999998,3373.68,45976.375,7611.25,23491.583333333332,3211.9583333333335,19.333333333333332,26.916666666666668,25.79583333333333,18.47083333333333,25.35416666666667,12.304166666666665,18.083333333333336,83.8291666666667,10.104166666666666,0.5916666666666667,1.8791666666666664,1.5166666666666668,2.0791666666666666,19.695833333333336,2216.08,85.60416666666664,9.275,5.045833333333333,0.09999999999999999,6.516666666666667,66187,84,18,12,0.27413238249203015
81,grimes,48185180234.333336,21.28333333333333,60.46666666666667,15.966666666666669,0.3333333333333333,0.13333333333333333,0.0,3219.8333333333335,45859.833333333336,12540.0,18889.666666666668,3071.0,22.566666666666666,27.816666666666666,21.88333333333333,19.55,27.383333333333336,14.633333333333333,16.51666666666667,79.8,12.816666666666668,0.0,3.866666666666667,1.0833333333333333,2.433333333333333,29.599999999999998,1658.5,73.51666666666667,18.633333333333333,7.783333333333334,0.06666666666666667,5.733333333333333,16000,42,2253,12,70.9695
82,guadalupe,48187210616.0,36.39999999999999,52.893103448275866,6.389655172413794,0.23448275862068968,1.7379310344827583,0.006896551724137932,3460.2758620689656,64531.03448275862,10199.586206896553,27105.41379310345,3138.310344827586,9.903448275862067,13.348275862068967,33.682758620689654,16.52068965517241,24.74827586206896,10.427586206896551,14.606896551724137,83.97241379310344,10.227586206896554,0.24482758620689654,0.7793103448275861,1.0310344827586206,3.7413793103448274,25.01379310344828,2304.206896551724,76.96551724137932,17.71379310344828,5.027586206896551,0.2793103448275862,5.56896551724138,99012,143,34,12,0.5892619076475579
83,hale,48189950500.0,57.711111111111094,36.00000000000001,4.355555555555555,0.06666666666666667,0.41111111111111115,0.0,2583.1111111111113,42609.555555555555,7762.777777777777,17777.88888888889,2587.3333333333335,22.77777777777778,33.73333333333333,23.51111111111111,21.333333333333332,20.366666666666667,17.4,17.388888888888893,82.72222222222223,10.477777777777778,0.41111111111111115,1.2333333333333334,1.3333333333333333,3.822222222222222,16.466666666666665,1585.0,76.28888888888888,16.133333333333336,7.422222222222222,0.17777777777777778,7.900000000000001,19347,47,15,12,0.43727709722437585
84,hall,48191950500.0,34.1,57.7,7.1,0.0,0.3,0.0,2212.0,30950.0,4283.0,17378.0,2513.0,26.9,39.9,20.6,23.9,21.9,25.9,7.7,84.2,8.3,0.2,3.3,2.5,1.4,16.0,1214.0,70.9,15.0,10.1,4.0,11.5,1989,8,4,12,0.19306184012066366
85,hamilton,48193950200.0,11.200000000000001,86.5,0.9666666666666667,0.43333333333333335,0.19999999999999998,0.03333333333333333,2126.0,43633.666666666664,8554.333333333334,24723.333333333332,4486.666666666667,14.200000000000001,16.833333333333332,29.099999999999998,20.8,21.53333333333333,18.433333333333334,10.133333333333333,76.93333333333334,13.366666666666665,0.0,5.5,0.46666666666666673,3.766666666666667,21.799999999999997,1093.0,72.13333333333334,18.333333333333332,7.833333333333333,1.6666666666666667,5.3,5606,34,9,12,0.655012486621477
86,hansford,48195950200.0,45.35,53.5,0.1,0.2,0.44999999999999996,0.0,1570.5,44277.0,8637.5,23854.0,3558.0,16.25,24.299999999999997,29.700000000000003,13.05,16.6,23.25,17.4,82.4,10.35,0.0,1.55,3.05,2.5999999999999996,14.7,1314.5,71.19999999999999,18.200000000000003,10.45,0.15,2.1,3034,48,7,12,1.3289386947923534
87,harris,48201396160.49236,41.43727735368954,31.896437659033058,18.843256997455466,0.18346055979643758,6.156234096692113,0.05547073791348599,3173.960559796438,59716.10243277849,10489.312419974392,30123.901910828026,4514.247133757962,19.014413265306118,26.681609195402295,32.91984732824431,18.160305343511453,23.113994910941464,12.318956743002552,13.487786259542002,78.18778625954194,11.32086513994909,3.3055979643765907,1.7300254452926225,2.108778625954195,3.34732824427481,27.481656050955397,2648.7137404580153,83.47124681933839,9.802544529262091,6.582824427480911,0.14249363867684475,7.990330788804069,2258976,4943,730,12,19.168278016233906
88,harrison,48203020381.14286,13.564285714285713,61.90714285714285,22.57857142857143,0.24285714285714285,0.4999999999999999,0.0,3344.0714285714284,45586.857142857145,9032.92857142857,23639.85714285714,4382.714285714285,18.092857142857145,26.014285714285723,31.000000000000004,15.950000000000001,22.050000000000004,14.192857142857145,16.77857142857143,86.65,7.35,0.09999999999999999,0.8142857142857144,1.6285714285714286,3.414285714285714,21.042857142857144,2046.4285714285713,80.92857142857143,13.485714285714284,5.471428571428571,0.10714285714285714,7.67857142857143,42585,139,26,12,1.0183867558999649
89,hartley,48205950200.0,25.6,63.6,8.4,0.0,0.1,0.0,4367.0,63004.0,4591.0,21740.0,2340.0,6.4,9.3,38.6,15.4,21.0,17.7,7.3,82.4,8.3,0.0,2.7,1.2,5.4,12.7,2290.0,72.1,15.1,12.4,0.4,2.1,2652,20,3,12,0.27149321266968324
90,hays,48209010680.08,33.592000000000006,60.08000000000001,3.032,0.25199999999999995,1.3199999999999996,0.06,5056.56,62382.36,9185.08,28141.08,3885.68,19.451999999999998,21.264,37.368,18.284000000000002,27.399999999999995,8.792,8.159999999999998,76.404,11.596000000000002,0.9440000000000001,2.4680000000000004,2.116,6.4639999999999995,29.18,3489.32,73.81199999999998,18.703999999999997,7.260000000000002,0.228,6.691999999999999,127029,155,40,12,0.5856930307252675
91,hemphill,48211950300.0,33.0,64.0,1.0,0.4,0.3,0.0,2453.0,62813.0,4638.0,30082.0,4159.0,12.3,22.2,28.9,16.6,25.3,19.2,10.1,77.4,15.7,0.0,2.4,0.7,3.8,17.6,1812.0,71.1,16.4,12.5,0.0,3.7,2194,17,8,12,0.7438468550592525
92,henderson,48213950759.35294,10.511764705882351,80.6705882352941,6.347058823529411,0.7941176470588234,0.511764705882353,0.11764705882352941,3443.3529411764707,41187.23529411765,8394.941176470587,22441.41176470588,3403.235294117647,19.21764705882353,29.094117647058823,26.876470588235296,19.54117647058823,24.482352941176476,14.529411764705886,14.594117647058825,79.6470588235294,14.435294117647057,0.11764705882352941,1.3176470588235296,0.6705882352941177,3.841176470588235,29.04705882352941,1790.6470588235295,74.41764705882353,14.74705882352941,10.758823529411764,0.06470588235294118,7.952941176470589,50899,130,26,12,0.796872237175583
93,hidalgo,48215030808.92036,90.66696428571427,7.658035714285714,0.4723214285714285,0.058035714285714295,0.9267857142857141,0.0125,3400.212389380531,35595.96428571428,7555.535714285715,14829.535714285714,2537.0178571428573,34.265178571428564,45.874999999999986,24.74642857142857,24.51696428571429,25.916071428571417,13.34464285714285,11.486607142857137,78.57589285714286,10.491071428571427,0.26875000000000004,1.3169642857142858,4.592857142857143,4.758928571428572,21.933035714285722,2637.433628318584,70.93124999999999,16.788392857142863,12.09375,0.19017857142857145,10.09375,362952,355,74,12,0.8685446009389671
94,hill,48217960700.0,22.536363636363635,67.90909090909089,8.09090909090909,0.29090909090909095,0.4636363636363636,0.0,2253.181818181818,39638.27272727273,6432.454545454545,20242.363636363636,2710.6363636363635,22.62727272727273,34.07272727272728,23.254545454545454,19.690909090909088,24.645454545454548,15.936363636363637,16.509090909090908,78.23636363636363,14.454545454545457,0.12727272727272726,1.4363636363636365,1.7999999999999998,3.9545454545454546,26.709090909090904,1297.3636363636363,77.68181818181817,14.70909090909091,7.227272727272726,0.35454545454545455,8.318181818181817,22284,97,22,12,1.1491653204092622
95,hockley,48219950400.0,43.92857142857143,50.74285714285715,3.0571428571428574,0.4142857142857143,0.2857142857142857,0.014285714285714287,2287.4285714285716,49970.857142857145,8913.142857142857,23177.285714285714,3103.285714285714,14.328571428571427,17.157142857142855,27.785714285714285,17.585714285714285,23.285714285714285,17.542857142857144,13.814285714285713,77.3142857142857,16.957142857142856,0.08571428571428572,2.4,0.6571428571428571,2.5857142857142854,21.228571428571428,1532.7142857142858,75.62857142857142,16.12857142857143,7.914285714285714,0.32857142857142857,6.914285714285714,13582,39,14,12,0.4824031806803122
96,hood,48221160215.2,11.07,85.82999999999998,0.96,0.7799999999999999,0.47999999999999987,0.0,4036.9,55996.6,11008.8,30007.3,4363.0,11.91,17.4,34.3,15.779999999999998,23.780000000000005,14.55,11.6,82.55000000000001,9.1,0.1,1.59,0.8400000000000001,5.83,31.98,2220.8,78.41999999999999,10.690000000000001,10.379999999999999,0.51,5.13,40157,86,10,12,0.25699130911173645
97,houston,48225950400.0,10.0,61.74285714285713,26.08571428571429,0.15714285714285717,0.11428571428571428,0.0,2567.0,33326.71428571428,7174.714285714285,18020.0,2720.8571428571427,24.500000000000004,37.60000000000001,24.428571428571427,21.842857142857145,25.2,13.142857142857142,15.35714285714286,79.65714285714286,11.685714285714287,0.07142857142857142,1.6428571428571426,1.0857142857142856,5.885714285714286,25.942857142857147,1099.142857142857,67.52857142857142,23.028571428571432,8.942857142857145,0.4857142857142857,6.9142857142857155,13090,68,21,12,1.309090909090909
98,howard,48227950530.3,38.730000000000004,53.660000000000004,4.58,0.6,0.8200000000000001,0.33,2536.9,49519.2,8015.5,23168.4,3863.8,16.6,22.259999999999998,26.689999999999998,22.52,20.07,14.37,16.339999999999996,78.59,16.58,0.22999999999999998,1.8599999999999999,0.8700000000000001,1.89,17.78,1392.4,72.0,22.94,4.99,0.08,6.5,16893,23,6,12,0.09802876931273309
99,hudspeth,48229950300.0,78.4,19.3,1.1,0.0,0.8,0.0,1546.0,26384.0,2873.0,15990.0,2746.0,40.3,63.8,24.0,30.4,15.6,17.7,12.3,69.9,14.0,0.0,1.5,4.0,10.6,22.9,1141.0,57.6,33.0,9.3,0.1,5.7,1856,20,5,12,0.646551724137931
100,hutchinson,48233950671.42857,25.97142857142857,67.62857142857143,2.885714285714286,1.0142857142857145,0.5285714285714286,0.05714285714285715,2183.714285714286,44305.0,9411.57142857143,23538.571428571428,3556.5714285714284,19.814285714285717,26.400000000000002,22.657142857142855,17.62857142857143,22.12857142857143,21.58571428571429,15.971428571428572,81.44285714285715,13.057142857142855,0.32857142857142857,1.9,0.9285714285714286,2.3285714285714287,17.985714285714284,1335.2857142857142,81.47142857142856,12.142857142857144,6.157142857142857,0.24285714285714288,4.857142857142857,13509,38,8,12,0.270042194092827
101,irion,48235950100.0,25.1,71.7,0.0,0.0,0.0,0.0,1258.0,58500.0,7101.0,30963.0,4352.0,11.6,19.9,36.8,12.3,19.9,13.8,17.3,79.4,0.9,0.4,4.4,1.1,13.8,22.9,805.0,57.9,21.1,18.5,2.5,4.4,1314,11,1,12,0.1004566210045662
102,jack,48237950300.0,15.866666666666665,78.26666666666667,5.133333333333334,0.3,0.03333333333333333,0.0,2262.0,49637.666666666664,10956.666666666666,23410.666666666668,3721.0,16.566666666666666,29.0,24.3,14.266666666666666,20.400000000000002,21.8,19.233333333333334,82.56666666666666,10.299999999999999,0.0,1.7666666666666666,0.9666666666666667,4.433333333333334,28.23333333333333,1116.0,74.5,15.133333333333333,9.4,0.9666666666666667,5.633333333333333,5079,14,4,12,0.132309509746013
103,jackson,48239950200.0,31.2,59.36666666666667,8.066666666666666,0.0,0.2333333333333333,0.06666666666666667,3337.6666666666665,55189.0,5862.333333333333,25812.0,3413.6666666666665,12.733333333333334,15.966666666666667,26.266666666666666,15.200000000000001,19.3,19.333333333333336,19.933333333333334,80.2,11.200000000000001,1.0,0.9666666666666668,0.3,6.333333333333333,24.666666666666668,2083.6666666666665,75.66666666666667,13.5,9.700000000000001,1.1666666666666667,5.3,10174,24,9,12,0.25476705327304894
104,jefferson,48245032571.0274,19.041666666666664,38.029166666666676,37.36250000000002,0.1986111111111111,3.8541666666666665,0.03888888888888889,2402.3150684931506,43442.40579710145,9836.260869565218,22680.277777777777,4363.875,21.904347826086955,29.56376811594202,25.543478260869566,21.272463768115955,23.821739130434782,13.557971014492757,15.800000000000004,86.15362318840576,8.749275362318839,0.9347826086956522,1.2594202898550724,1.5376811594202895,1.3666666666666665,19.721739130434784,1413.7397260273972,82.431884057971,13.28695652173913,4.197101449275363,0.08260869565217391,10.091304347826087,149172,226,39,12,0.7090338669455394
105,johnson,48251130419.85714,20.264285714285716,73.79285714285716,2.650000000000001,0.46785714285714286,0.7142857142857144,0.4678571428571429,3836.8571428571427,58654.642857142855,10388.0,25218.821428571428,3495.5,12.974999999999996,18.396428571428572,30.164285714285715,14.907142857142858,23.971428571428564,13.142857142857148,17.810714285714283,84.17142857142858,9.14642857142857,0.22857142857142856,1.2464285714285717,1.182142857142857,4.0178571428571415,29.68928571428571,2462.5,81.11785714285715,13.085714285714285,5.610714285714285,0.18214285714285713,7.467857142857142,97281,159,28,12,0.5491719863077066
