,CensusTract,State,County,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Voters,Workers,Locations,Hours,eff_score,timeToVote
82,48027020300,TX,Bell,23.9,62.0,9.6,0.0,3.1,0.0,6317,69835.0,5064.0,28901.0,2440.0,4.6,6.5,43.5,16.0,25.2,3.9,11.5,87.3,6.8,0.6,0.4,0.3,4.6,21.4,4456,75.6,17.8,6.6,0.0,6.2,195604,347,46,12,0.9792437782458436,58.75462669475062
83,48027020401,TX,Bell,17.6,49.7,27.8,0.2,0.0,0.0,2187,43389.0,10371.0,24684.0,4779.0,15.1,23.9,26.0,24.4,33.9,4.9,10.8,73.7,19.5,0.0,0.0,3.3,3.5,17.2,1424,69.7,25.4,4.8,0.0,3.3,195604,347,46,12,0.9792437782458436,58.75462669475062
84,48027020402,TX,Bell,32.2,46.9,18.8,0.0,0.0,0.0,1451,42917.0,11142.0,17287.0,2400.0,12.2,17.8,18.7,20.6,30.0,15.7,14.9,76.2,12.7,0.3,1.9,1.0,7.9,23.2,859,73.3,20.7,5.9,0.0,10.2,195604,347,46,12,0.9792437782458436,58.75462669475062
85,48027020500,TX,Bell,41.8,44.3,12.7,0.2,0.2,0.0,2620,42212.0,5999.0,18943.0,2688.0,23.9,38.7,27.8,17.7,23.7,6.9,23.9,87.3,5.5,2.4,0.0,1.7,3.2,15.3,1613,73.3,21.3,5.4,0.0,5.5,195604,347,46,12,0.9792437782458436,58.75462669475062
86,48027020600,TX,Bell,16.0,68.2,14.4,0.0,1.0,0.0,2126,45855.0,12767.0,19670.0,2617.0,19.5,21.5,30.8,26.5,29.1,4.8,8.8,72.5,15.4,0.0,3.9,0.4,7.8,15.7,1297,83.8,10.1,4.8,1.3,4.3,195604,347,46,12,0.9792437782458436,58.75462669475062
87,48027020701,TX,Bell,40.2,40.4,18.0,0.1,0.0,0.0,1097,14335.0,1379.0,13660.0,2320.0,41.6,52.2,13.4,33.7,30.8,2.9,19.1,48.7,30.4,0.0,4.3,11.6,5.0,11.9,409,84.8,11.7,3.4,0.0,16.7,195604,347,46,12,0.9792437782458436,58.75462669475062
88,48027020702,TX,Bell,54.2,24.6,19.2,0.0,0.0,0.0,1321,24417.0,2120.0,11883.0,1437.0,40.8,55.4,6.6,31.6,11.9,17.9,31.9,64.5,19.9,2.4,6.4,2.3,4.6,17.9,771,88.8,5.1,6.1,0.0,18.6,195604,347,46,12,0.9792437782458436,58.75462669475062
89,48027020800,TX,Bell,33.7,15.8,47.0,0.0,0.0,0.0,2703,28938.0,9276.0,11403.0,2069.0,48.5,75.0,17.2,24.4,30.3,5.5,22.6,78.2,10.2,2.5,3.4,4.3,1.4,19.4,1347,86.3,10.7,3.0,0.0,20.6,195604,347,46,12,0.9792437782458436,58.75462669475062
90,48027020900,TX,Bell,30.6,37.0,28.5,0.4,2.4,0.2,1851,30272.0,4014.0,15119.0,2874.0,31.4,36.8,18.3,28.6,19.2,9.2,24.7,83.3,7.9,1.6,7.1,0.0,0.0,19.2,858,87.3,10.1,2.6,0.0,10.6,195604,347,46,12,0.9792437782458436,58.75462669475062
91,48027021000,TX,Bell,39.9,39.7,14.8,0.0,3.7,0.0,2536,34457.0,5667.0,17960.0,3913.0,24.8,31.8,17.6,27.6,19.0,12.9,23.0,77.5,17.4,0.0,2.6,0.7,1.9,14.0,1922,78.7,19.4,1.9,0.0,11.6,195604,347,46,12,0.9792437782458436,58.75462669475062
92,48027021100,TX,Bell,33.2,50.0,13.5,0.1,1.4,0.0,4209,38472.0,5257.0,20111.0,3291.0,21.2,35.6,30.8,29.6,19.5,3.3,16.8,84.8,7.5,0.0,5.0,0.8,1.9,12.6,2905,81.5,16.8,1.7,0.0,3.5,195604,347,46,12,0.9792437782458436,58.75462669475062
93,48027021201,TX,Bell,15.7,52.2,18.9,0.5,9.0,0.0,2050,45560.0,8478.0,28176.0,3670.0,9.9,10.6,32.4,19.5,26.4,6.5,15.2,92.8,5.6,0.0,1.7,0.0,0.0,16.4,1322,72.6,25.6,1.8,0.0,2.7,195604,347,46,12,0.9792437782458436,58.75462669475062
94,48027021202,TX,Bell,20.3,61.3,12.5,0.0,2.2,2.1,3002,46544.0,13433.0,22116.0,2925.0,17.6,31.7,31.7,17.3,25.6,3.7,21.9,84.4,13.2,0.0,0.4,0.4,1.6,15.8,2081,82.1,12.2,5.7,0.0,0.9,195604,347,46,12,0.9792437782458436,58.75462669475062
95,48027021203,TX,Bell,15.3,75.7,5.8,0.4,1.7,0.0,3109,45473.0,9224.0,28271.0,4925.0,15.3,30.2,48.9,14.8,24.6,1.9,9.7,87.1,5.2,0.0,0.4,0.0,7.3,15.8,1645,78.6,14.9,6.0,0.5,8.9,195604,347,46,12,0.9792437782458436,58.75462669475062
96,48027021301,TX,Bell,14.8,67.0,13.5,1.4,1.9,0.0,3580,56859.0,7341.0,33682.0,4088.0,6.6,14.3,39.0,18.2,24.5,10.5,7.8,91.2,4.9,0.0,0.6,0.7,2.7,15.0,2485,82.6,14.2,3.2,0.0,1.8,195604,347,46,12,0.9792437782458436,58.75462669475062
97,48027021302,TX,Bell,5.7,81.5,8.5,0.0,2.0,1.0,2766,60650.0,6359.0,36358.0,4363.0,3.6,7.1,44.6,16.9,23.5,3.6,11.3,86.9,7.5,0.0,1.2,1.6,2.9,20.3,1652,85.0,10.6,3.6,0.8,4.2,195604,347,46,12,0.9792437782458436,58.75462669475062
98,48027021303,TX,Bell,15.8,56.9,15.4,0.0,7.7,0.0,5009,57028.0,11316.0,30528.0,5038.0,20.8,27.6,43.0,23.9,15.2,9.7,8.2,84.8,10.1,0.4,1.3,0.5,2.9,15.8,3130,75.2,18.6,6.2,0.0,5.9,195604,347,46,12,0.9792437782458436,58.75462669475062
99,48027021400,TX,Bell,16.2,80.2,1.0,0.1,1.3,0.0,2820,55735.0,14288.0,34004.0,6899.0,12.7,18.4,37.9,17.3,24.4,7.9,12.5,87.5,6.3,0.0,1.1,0.6,4.6,23.3,1841,73.3,18.6,7.4,0.7,6.0,195604,347,46,12,0.9792437782458436,58.75462669475062
100,48027021500,TX,Bell,32.9,53.2,12.5,0.9,0.0,0.0,4621,51279.0,5250.0,19983.0,2121.0,14.6,16.9,25.0,28.3,31.7,7.9,7.1,74.0,21.9,0.0,0.5,0.0,3.7,18.0,3039,86.3,10.5,3.2,0.0,9.8,195604,347,46,12,0.9792437782458436,58.75462669475062
101,48027021601,TX,Bell,49.3,40.0,8.5,0.2,0.4,0.0,3319,45690.0,9455.0,18853.0,2592.0,20.4,26.4,21.4,27.0,19.9,16.2,15.6,74.7,18.1,0.0,2.6,1.4,3.2,16.0,2519,83.2,9.5,7.3,0.0,4.9,195604,347,46,12,0.9792437782458436,58.75462669475062
102,48027021602,TX,Bell,30.4,49.2,15.7,0.0,2.9,0.2,1974,32708.0,14897.0,9972.0,3593.0,21.0,24.2,26.8,34.4,20.9,2.5,15.4,60.3,10.3,0.6,22.0,2.2,4.4,14.2,1003,81.6,14.2,2.8,1.5,9.6,195604,347,46,12,0.9792437782458436,58.75462669475062
103,48027021700,TX,Bell,13.1,81.3,1.3,0.2,2.0,0.0,6288,56548.0,7337.0,30609.0,3177.0,15.8,21.1,43.6,19.6,20.2,7.8,8.9,90.9,6.4,0.0,0.0,0.3,2.4,21.8,3384,60.4,31.8,7.8,0.0,5.4,195604,347,46,12,0.9792437782458436,58.75462669475062
104,48027021800,TX,Bell,21.2,59.7,10.1,0.4,1.8,0.6,4503,48083.0,10908.0,21308.0,2331.0,22.4,27.9,39.9,12.5,23.8,10.5,13.4,78.5,10.1,0.0,2.2,2.2,6.9,27.2,2694,73.2,24.8,2.1,0.0,14.6,195604,347,46,12,0.9792437782458436,58.75462669475062
105,48027021901,TX,Bell,20.5,58.0,15.4,0.2,2.3,0.0,2764,52216.0,4168.0,23862.0,2582.0,18.7,31.3,38.1,16.4,27.7,11.5,6.3,84.6,8.2,0.0,1.6,1.5,4.0,15.4,1420,66.0,27.9,6.1,0.0,14.0,195604,347,46,12,0.9792437782458436,58.75462669475062
106,48027021903,TX,Bell,19.3,49.0,16.2,0.3,2.8,0.3,5483,85186.0,13763.0,37246.0,13330.0,5.5,9.3,45.3,14.8,27.5,5.5,6.9,86.7,6.3,0.0,0.0,3.5,3.5,20.2,2958,57.6,37.7,4.8,0.0,9.9,195604,347,46,12,0.9792437782458436,58.75462669475062
107,48027021904,TX,Bell,19.2,63.5,9.3,0.1,5.8,0.0,6250,77625.0,19772.0,25606.0,2664.0,20.1,28.9,37.2,16.9,31.4,8.2,6.2,82.1,8.4,1.2,0.0,3.0,5.2,23.1,3833,60.9,31.6,6.9,0.7,5.4,195604,347,46,12,0.9792437782458436,58.75462669475062
108,48027022000,TX,Bell,23.7,47.1,23.3,1.0,1.5,0.7,5512,41388.0,6675.0,21680.0,3510.0,23.2,35.3,29.7,15.1,29.2,13.1,12.9,75.2,19.6,0.0,0.9,0.9,3.4,21.3,3145,77.5,17.2,5.3,0.0,12.4,195604,347,46,12,0.9792437782458436,58.75462669475062
109,48027022101,TX,Bell,20.4,43.2,21.1,0.1,1.6,6.5,3222,36343.0,3381.0,18875.0,2524.0,23.9,50.1,29.6,18.8,24.9,5.4,21.4,82.7,12.3,0.0,3.5,0.0,1.4,22.0,1559,61.1,35.2,3.7,0.0,21.0,195604,347,46,12,0.9792437782458436,58.75462669475062
110,48027022103,TX,Bell,23.9,35.5,32.0,0.0,5.4,0.0,3228,54519.0,4169.0,20648.0,2707.0,13.2,19.9,26.0,16.6,29.9,15.0,12.6,87.4,9.9,0.4,0.0,0.2,2.1,21.3,2023,61.0,36.7,2.3,0.0,17.8,195604,347,46,12,0.9792437782458436,58.75462669475062
111,48027022104,TX,Bell,20.6,32.5,34.1,1.4,2.3,2.7,2814,32602.0,9419.0,16537.0,2240.0,29.0,49.7,24.1,21.9,25.2,13.9,14.9,74.9,20.3,0.0,1.9,3.0,0.0,18.6,1218,67.5,27.6,4.4,0.5,15.3,195604,347,46,12,0.9792437782458436,58.75462669475062
112,48027022105,TX,Bell,16.4,47.9,24.6,1.9,3.6,0.0,1426,46042.0,4986.0,20495.0,3825.0,23.1,32.4,30.2,30.7,24.4,4.4,10.3,74.4,24.9,0.0,0.0,0.6,0.0,26.1,862,71.8,15.2,13.0,0.0,12.3,195604,347,46,12,0.9792437782458436,58.75462669475062
113,48027022200,TX,Bell,20.0,25.9,49.7,0.0,0.8,0.0,2174,31897.0,2774.0,14807.0,2332.0,25.3,35.2,8.5,22.2,32.7,9.7,26.9,83.5,7.1,0.0,3.2,5.6,0.7,20.2,1202,76.0,22.9,1.1,0.0,14.9,195604,347,46,12,0.9792437782458436,58.75462669475062
114,48027022300,TX,Bell,24.5,32.2,32.9,0.0,6.3,0.2,2569,35639.0,3960.0,20370.0,3695.0,26.9,39.2,19.4,23.1,26.0,19.7,11.9,83.2,9.0,0.0,4.0,2.0,1.8,18.0,1478,69.5,18.9,11.6,0.0,8.4,195604,347,46,12,0.9792437782458436,58.75462669475062
115,48027022401,TX,Bell,25.3,27.1,36.2,1.1,3.5,0.0,4137,38235.0,10306.0,16455.0,1504.0,20.3,26.9,20.3,34.8,30.3,5.2,9.3,87.1,9.8,0.0,0.0,1.1,2.0,19.0,2199,66.7,28.2,5.1,0.0,15.7,195604,347,46,12,0.9792437782458436,58.75462669475062
116,48027022402,TX,Bell,24.9,29.0,31.8,0.0,6.7,1.1,3969,81351.0,8336.0,31030.0,3777.0,9.6,15.1,51.4,15.9,25.4,5.5,1.9,86.4,7.6,0.0,1.4,1.9,2.8,23.4,2358,58.5,38.8,2.7,0.0,8.4,195604,347,46,12,0.9792437782458436,58.75462669475062
117,48027022403,TX,Bell,18.4,44.9,31.0,0.2,4.9,0.0,2811,62461.0,4089.0,25083.0,2332.0,6.3,13.3,36.8,15.5,31.0,8.2,8.5,87.1,5.9,0.4,2.4,2.2,1.9,24.9,1653,65.8,29.0,5.2,0.0,6.5,195604,347,46,12,0.9792437782458436,58.75462669475062
118,48027022404,TX,Bell,24.5,29.1,35.9,0.0,3.7,0.0,5718,60802.0,7511.0,23115.0,2338.0,3.9,3.5,40.5,14.4,22.2,8.4,14.5,81.0,11.5,0.0,1.7,4.7,1.2,22.7,3492,51.7,45.1,3.3,0.0,8.6,195604,347,46,12,0.9792437782458436,58.75462669475062
119,48027022405,TX,Bell,33.6,32.3,22.8,1.7,1.2,0.0,1524,54167.0,9698.0,23359.0,4060.0,22.5,20.7,37.0,26.0,17.4,11.8,7.8,87.7,11.2,0.0,0.0,1.1,0.0,18.1,795,50.4,44.9,4.7,0.0,12.9,195604,347,46,12,0.9792437782458436,58.75462669475062
120,48027022501,TX,Bell,19.5,51.5,15.1,0.0,2.5,4.8,2128,45365.0,10954.0,21428.0,2935.0,13.8,7.7,24.5,25.3,25.5,15.6,9.0,79.2,14.4,0.0,0.0,5.6,0.9,21.2,1271,66.5,24.3,9.2,0.0,6.4,195604,347,46,12,0.9792437782458436,58.75462669475062
121,48027022502,TX,Bell,19.0,34.3,34.2,2.5,1.7,1.9,6885,55648.0,7276.0,25234.0,3344.0,6.7,11.3,34.8,10.5,36.0,8.6,10.0,86.6,6.7,0.0,4.5,0.8,1.5,20.4,3719,65.0,33.6,1.4,0.0,18.1,195604,347,46,12,0.9792437782458436,58.75462669475062
122,48027022600,TX,Bell,38.4,37.3,20.0,0.2,0.8,0.9,2605,27161.0,3526.0,14106.0,2234.0,26.5,59.8,16.3,32.0,18.1,22.5,11.1,77.3,17.2,0.4,0.6,1.3,3.1,17.9,1498,69.0,27.0,3.9,0.0,16.4,195604,347,46,12,0.9792437782458436,58.75462669475062
123,48027022801,TX,Bell,30.5,31.6,32.2,0.0,2.5,1.4,1520,24180.0,5534.0,14278.0,2166.0,37.2,53.6,14.3,36.0,18.8,20.8,10.1,71.4,20.5,0.0,3.3,0.0,4.8,19.0,799,78.1,18.5,3.4,0.0,18.7,195604,347,46,12,0.9792437782458436,58.75462669475062
124,48027022900,TX,Bell,36.9,32.8,18.3,0.2,6.2,0.0,2678,29340.0,3827.0,15162.0,2129.0,34.6,57.9,19.9,28.7,23.5,25.1,2.8,75.2,16.2,0.6,5.0,2.4,0.7,23.9,1307,68.2,19.7,12.1,0.0,20.2,195604,347,46,12,0.9792437782458436,58.75462669475062
125,48027023000,TX,Bell,27.3,39.6,22.6,0.2,3.7,0.0,5671,58415.0,8168.0,24856.0,2833.0,12.2,18.7,37.3,16.3,26.0,11.0,9.5,82.4,12.3,0.0,0.3,1.9,3.0,18.2,3573,65.0,33.1,1.9,0.0,11.3,195604,347,46,12,0.9792437782458436,58.75462669475062
126,48027023103,TX,Bell,19.0,35.1,36.1,0.0,5.0,1.4,3242,39562.0,4516.0,17589.0,1859.0,19.6,31.8,20.1,30.6,32.8,12.3,4.2,75.6,18.7,0.0,3.6,0.0,2.1,21.8,1864,67.0,26.3,6.2,0.5,6.3,195604,347,46,12,0.9792437782458436,58.75462669475062
127,48027023104,TX,Bell,21.7,29.9,38.1,0.0,2.9,0.0,2537,41307.0,6850.0,18104.0,1884.0,18.4,26.3,18.4,34.9,25.3,12.2,9.3,83.1,8.7,0.0,3.0,1.3,3.9,17.6,1536,62.9,32.7,4.4,0.0,4.1,195604,347,46,12,0.9792437782458436,58.75462669475062
128,48027023105,TX,Bell,19.6,35.6,36.4,0.0,1.6,0.4,7220,56917.0,6359.0,21488.0,2879.0,5.1,6.2,38.7,16.9,25.3,7.7,11.3,87.8,6.6,1.0,0.1,1.1,3.4,22.9,3670,49.5,46.2,4.3,0.0,10.8,195604,347,46,12,0.9792437782458436,58.75462669475062
129,48027023106,TX,Bell,20.1,36.1,30.3,0.3,6.0,1.1,6951,56961.0,10142.0,23096.0,2708.0,7.2,12.1,26.7,25.4,25.9,6.6,15.4,86.2,8.7,0.0,0.6,0.3,4.1,20.3,4022,55.4,39.5,5.1,0.0,8.8,195604,347,46,12,0.9792437782458436,58.75462669475062
130,48027023107,TX,Bell,26.2,24.2,41.3,0.0,2.0,1.6,4517,38997.0,5019.0,18291.0,2606.0,17.6,17.6,19.7,19.4,44.3,9.5,7.1,76.6,17.2,1.4,3.2,1.6,0.0,19.7,2936,71.6,26.7,1.7,0.0,10.9,195604,347,46,12,0.9792437782458436,58.75462669475062
131,48027023108,TX,Bell,30.9,22.2,32.4,3.3,3.7,4.2,8723,51256.0,4731.0,17581.0,2105.0,14.1,20.5,19.5,24.8,31.7,7.5,16.4,86.1,9.3,1.0,0.5,2.8,0.3,21.8,4952,60.0,38.0,2.0,0.0,12.8,195604,347,46,12,0.9792437782458436,58.75462669475062
132,48027023201,TX,Bell,18.0,57.5,16.0,0.0,4.2,1.5,1364,45871.0,6158.0,19698.0,2414.0,6.5,6.1,33.3,14.5,31.5,11.4,9.4,84.0,8.4,0.0,0.4,3.6,3.5,11.8,448,45.3,48.9,5.8,0.0,23.7,195604,347,46,12,0.9792437782458436,58.75462669475062
133,48027023202,TX,Bell,28.5,41.1,24.1,0.6,1.4,1.4,4431,37660.0,4745.0,15892.0,1926.0,13.6,18.8,23.5,29.7,16.6,9.9,20.3,58.9,24.0,0.0,9.5,3.1,4.5,11.5,827,47.3,52.4,0.4,0.0,20.8,195604,347,46,12,0.9792437782458436,58.75462669475062
134,48027023203,TX,Bell,31.7,44.6,19.1,0.1,0.9,0.0,1495,38915.0,4092.0,12334.0,1250.0,5.8,3.3,25.7,21.1,31.6,13.3,8.2,94.7,5.0,0.0,0.3,0.0,0.0,16.4,474,30.0,68.6,1.5,0.0,17.4,195604,347,46,12,0.9792437782458436,58.75462669475062
135,48027023204,TX,Bell,20.3,54.6,16.2,0.7,2.9,0.6,3971,36008.0,4001.0,23908.0,5941.0,13.9,13.0,19.3,21.8,24.1,22.2,12.5,50.0,26.9,0.0,16.2,0.0,6.9,9.9,518,34.2,63.7,2.1,0.0,8.6,195604,347,46,12,0.9792437782458436,58.75462669475062
136,48027023300,TX,Bell,15.5,66.2,10.4,0.0,4.4,0.0,6211,68984.0,9574.0,27274.0,2828.0,12.3,19.3,35.3,15.2,26.7,13.6,9.2,81.3,11.4,1.4,0.3,2.1,3.4,29.3,3406,60.5,32.6,6.3,0.6,5.7,195604,347,46,12,0.9792437782458436,58.75462669475062
137,48027023402,TX,Bell,19.5,77.4,1.9,0.0,0.0,0.0,3294,50920.0,2575.0,23091.0,2002.0,11.7,18.1,29.8,13.3,28.5,15.3,13.1,76.2,12.6,0.0,2.5,0.9,7.9,23.7,2137,73.4,13.6,11.5,1.5,1.2,195604,347,46,12,0.9792437782458436,58.75462669475062
138,48027023403,TX,Bell,12.6,83.9,2.2,0.1,0.5,0.0,4170,83661.0,11766.0,41821.0,5191.0,3.9,3.2,45.8,5.2,26.8,17.3,4.8,81.9,13.4,0.0,0.4,0.5,3.9,23.1,2660,71.8,18.3,9.6,0.3,3.3,195604,347,46,12,0.9792437782458436,58.75462669475062
139,48027023404,TX,Bell,21.8,75.9,1.3,0.0,0.2,0.0,2528,60329.0,13893.0,30418.0,3466.0,10.3,18.7,41.2,14.0,24.5,10.2,10.1,78.7,4.7,0.0,2.1,0.4,14.0,29.2,1526,70.8,18.0,11.3,0.0,7.9,195604,347,46,12,0.9792437782458436,58.75462669475062
140,48027023500,TX,Bell,38.9,21.2,30.2,0.6,1.6,4.7,1224,18750.0,1984.0,10443.0,1649.0,45.1,64.8,8.9,27.8,30.2,21.2,11.9,53.2,29.7,0.6,3.6,12.2,0.6,25.7,801,91.4,4.9,3.7,0.0,20.8,195604,347,46,12,0.9792437782458436,58.75462669475062
141,48027980001,TX,Bell,8.7,45.2,34.1,10.3,0.8,0.8,119,,,27878.0,3236.0,,,0.0,0.0,100.0,0.0,0.0,61.5,29.5,0.0,9.0,0.0,0.0,10.6,2,100.0,0.0,0.0,0.0,0.0,195604,347,46,12,0.9792437782458436,58.75462669475062
142,48029110100,TX,Bexar,65.3,27.8,4.3,0.0,0.6,0.0,2722,38004.0,7642.0,28749.0,4712.0,26.0,23.3,46.8,28.6,16.3,2.4,6.0,61.3,8.1,9.7,13.5,5.0,2.5,20.3,1606,77.9,16.4,5.7,0.0,3.4,1108798,1260,302,12,4.1181892463731,247.091354782386
143,48029110300,TX,Bexar,71.3,11.4,14.8,0.5,1.0,0.0,1982,37107.0,10156.0,28885.0,9857.0,28.4,35.5,58.7,18.9,11.5,6.5,4.4,79.1,8.7,3.0,6.7,1.8,0.7,23.3,1248,73.2,23.2,3.5,0.0,13.0,1108798,1260,302,12,4.1181892463731,247.091354782386
144,48029110500,TX,Bexar,94.4,1.6,1.5,0.0,2.5,0.0,1007,10528.0,1691.0,6994.0,1630.0,67.6,79.4,16.0,36.4,16.5,10.5,20.6,60.4,8.9,19.7,3.2,1.1,6.6,25.9,437,90.2,4.8,5.0,0.0,33.8,1108798,1260,302,12,4.1181892463731,247.091354782386
145,48029110600,TX,Bexar,81.2,8.9,9.2,0.0,0.3,0.0,3750,12160.0,2188.0,9367.0,1135.0,49.6,56.5,15.2,25.0,14.2,31.3,14.2,62.2,19.1,15.8,2.9,0.0,0.0,21.6,795,97.1,2.9,0.0,0.0,20.5,1108798,1260,302,12,4.1181892463731,247.091354782386
146,48029110700,TX,Bexar,85.4,9.8,3.2,0.7,0.5,0.0,1047,19279.0,6434.0,14244.0,4716.0,24.6,19.4,24.1,33.6,27.3,5.5,9.6,76.1,1.3,14.0,4.2,2.9,1.5,20.0,565,86.7,10.8,1.6,0.9,12.0,1108798,1260,302,12,4.1181892463731,247.091354782386
147,48029110800,TX,Bexar,73.8,21.5,2.6,1.6,0.4,0.0,1518,27804.0,3270.0,19463.0,3323.0,25.8,41.0,26.8,25.3,27.6,5.1,15.2,70.7,5.2,6.6,8.2,6.6,2.6,17.0,884,77.4,14.6,8.0,0.0,10.5,1108798,1260,302,12,4.1181892463731,247.091354782386
148,48029110900,TX,Bexar,54.4,40.3,2.8,0.7,1.0,0.0,962,60755.0,6652.0,40152.0,5402.0,20.4,55.2,48.6,19.0,23.5,3.3,5.7,60.0,12.5,6.5,9.4,4.4,7.1,21.4,830,70.1,24.7,5.2,0.0,2.1,1108798,1260,302,12,4.1181892463731,247.091354782386
149,48029111000,TX,Bexar,76.1,15.5,7.5,0.4,0.7,0.0,1581,26768.0,8585.0,17376.0,5716.0,26.7,33.0,14.6,27.3,25.3,9.2,23.6,61.8,18.5,7.2,1.9,5.1,5.4,22.4,957,76.6,8.0,15.4,0.0,8.1,1108798,1260,302,12,4.1181892463731,247.091354782386
150,48029120100,TX,Bexar,21.3,47.5,16.7,0.0,5.3,0.5,4327,61923.0,5568.0,16305.0,1087.0,7.3,9.6,40.4,24.9,19.5,7.9,7.4,32.0,2.4,0.8,38.4,2.6,23.8,10.4,929,46.2,47.8,6.0,0.0,5.5,1108798,1260,302,12,4.1181892463731,247.091354782386
151,48029120300,TX,Bexar,21.5,72.8,1.4,0.0,1.5,0.0,5510,121086.0,19201.0,70501.0,11091.0,5.3,5.4,74.5,6.9,15.1,0.5,3.0,81.3,8.8,0.5,2.3,1.8,5.2,18.5,3663,76.5,14.4,9.1,0.0,4.2,1108798,1260,302,12,4.1181892463731,247.091354782386
152,48029120400,TX,Bexar,14.7,82.7,0.1,0.0,0.3,0.0,4387,113533.0,20156.0,77304.0,11922.0,1.5,0.0,61.9,7.3,25.9,3.6,1.3,81.1,5.6,0.0,0.0,4.1,9.2,25.7,2627,81.6,7.2,11.3,0.0,1.4,1108798,1260,302,12,4.1181892463731,247.091354782386
153,48029120501,TX,Bexar,60.1,23.8,13.1,0.0,2.2,0.0,5592,37393.0,4951.0,18288.0,2986.0,13.1,10.5,21.4,29.1,26.9,9.9,12.7,74.3,8.4,6.0,3.7,3.1,4.5,21.6,3857,85.5,8.1,6.4,0.0,8.5,1108798,1260,302,12,4.1181892463731,247.091354782386
154,48029120502,TX,Bexar,60.7,22.1,14.2,0.4,1.9,0.0,3119,31218.0,6981.0,14721.0,2060.0,35.0,56.6,20.5,29.3,15.8,19.0,15.3,80.3,10.6,4.3,1.5,2.8,0.6,20.8,2128,83.3,10.8,5.9,0.0,13.2,1108798,1260,302,12,4.1181892463731,247.091354782386
155,48029120600,TX,Bexar,21.9,69.0,3.5,0.0,2.9,0.4,4302,52537.0,6377.0,38384.0,4536.0,18.6,22.6,61.4,12.6,12.8,6.1,7.1,85.0,4.7,1.0,4.0,1.3,4.0,18.5,2911,74.3,17.6,8.1,0.0,9.4,1108798,1260,302,12,4.1181892463731,247.091354782386
156,48029120701,TX,Bexar,58.7,34.0,4.5,0.0,2.3,0.3,3652,33766.0,7618.0,22032.0,2722.0,19.5,26.3,39.6,25.5,23.3,5.3,6.3,74.6,11.2,4.6,2.3,1.3,6.0,18.0,2419,81.0,9.7,8.1,1.2,12.2,1108798,1260,302,12,4.1181892463731,247.091354782386
157,48029120702,TX,Bexar,23.4,65.4,3.9,0.1,5.0,0.0,3907,66402.0,10917.0,53260.0,7920.0,11.7,0.0,61.1,10.8,26.0,1.4,0.6,85.2,4.8,5.6,0.6,0.7,3.1,19.8,2123,75.5,18.8,5.7,0.0,4.8,1108798,1260,302,12,4.1181892463731,247.091354782386
158,48029120800,TX,Bexar,21.5,76.4,0.4,0.0,1.0,0.0,4992,85667.0,14024.0,45858.0,4800.0,2.7,1.1,57.2,7.9,25.8,2.6,6.5,86.1,4.2,2.8,0.0,3.0,3.8,18.9,3486,75.4,15.6,8.4,0.6,4.8,1108798,1260,302,12,4.1181892463731,247.091354782386
159,48029120901,TX,Bexar,27.3,60.7,8.3,0.0,3.7,0.0,1598,36250.0,24072.0,29188.0,4686.0,26.9,47.4,30.5,16.0,38.5,8.5,6.5,74.3,7.1,4.5,3.7,5.6,4.7,20.4,1073,82.0,4.5,12.1,1.4,3.2,1108798,1260,302,12,4.1181892463731,247.091354782386
160,48029120902,TX,Bexar,38.5,41.3,13.7,0.0,2.2,0.5,5055,50669.0,6029.0,32911.0,4765.0,12.5,13.8,47.2,14.7,22.2,8.4,7.4,82.3,9.5,3.6,1.0,0.8,2.9,21.4,3755,79.0,16.9,3.9,0.2,5.6,1108798,1260,302,12,4.1181892463731,247.091354782386
161,48029121000,TX,Bexar,39.4,50.4,6.4,0.3,1.1,0.0,5437,50127.0,9515.0,26256.0,3280.0,17.1,30.8,38.9,14.8,26.3,11.7,8.3,86.9,7.2,0.4,2.3,0.0,3.4,24.3,3537,77.2,14.8,7.9,0.0,5.9,1108798,1260,302,12,4.1181892463731,247.091354782386
162,48029121108,TX,Bexar,33.5,59.3,3.2,0.3,3.0,0.0,6051,54414.0,7789.0,33620.0,4250.0,10.4,12.2,43.9,14.8,28.6,4.9,7.8,90.6,3.1,0.5,0.9,0.9,4.1,19.4,4187,79.1,13.3,7.4,0.2,4.6,1108798,1260,302,12,4.1181892463731,247.091354782386
163,48029121110,TX,Bexar,40.3,50.9,1.9,0.0,1.7,0.0,3988,75584.0,7026.0,27844.0,1819.0,4.0,6.2,44.1,15.9,29.6,4.6,5.8,87.9,8.9,0.3,1.0,0.5,1.3,23.7,2975,73.6,18.9,5.9,1.6,6.4,1108798,1260,302,12,4.1181892463731,247.091354782386
164,48029121111,TX,Bexar,46.6,43.5,6.9,0.0,1.4,0.0,4882,59291.0,6299.0,24762.0,3153.0,14.2,26.5,33.4,22.8,33.9,5.6,4.3,84.1,5.8,3.2,0.6,5.3,1.0,24.3,3787,83.2,13.6,3.2,0.0,3.1,1108798,1260,302,12,4.1181892463731,247.091354782386
