,CensusTract,State,County,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Voters,Workers,Locations,Hours,eff_score,timeToVote
2077,48201232301,TX,Harris,60.4,15.9,22.3,0.0,1.4,0.0,4293,41125.0,3099.0,17290.0,2273.0,25.8,33.1,25.2,11.5,29.2,15.8,18.4,82.5,15.4,0.0,1.1,0.0,1.0,28.3,3481,78.5,14.0,7.4,0.0,12.2,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2078,48201232302,TX,Harris,52.5,10.2,37.1,0.0,0.2,0.0,5807,61099.0,10031.0,18497.0,1684.0,12.3,17.0,21.3,11.8,18.9,18.0,30.0,82.7,14.2,0.5,0.0,2.1,0.4,31.1,4561,78.8,15.4,5.6,0.2,8.5,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2079,48201232401,TX,Harris,50.9,19.3,24.2,0.0,5.6,0.0,4762,53709.0,2976.0,19713.0,2961.0,18.4,24.6,34.7,12.1,31.9,8.7,12.6,81.9,13.2,1.3,0.0,1.8,1.8,26.8,3517,70.2,24.4,5.4,0.0,11.2,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2080,48201232402,TX,Harris,56.7,5.9,29.8,0.8,6.5,0.0,2353,41689.0,8694.0,16333.0,2471.0,22.7,40.8,10.9,17.2,33.0,12.7,26.1,87.5,8.7,3.4,0.0,0.0,0.4,27.4,1864,83.6,14.3,2.1,0.0,11.7,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2081,48201232403,TX,Harris,69.0,6.0,24.1,0.8,0.1,0.0,1871,37141.0,8712.0,16864.0,2357.0,16.5,22.0,21.7,20.8,8.6,12.8,36.1,92.2,5.7,2.1,0.0,0.0,0.0,25.4,1810,88.3,7.5,4.3,0.0,11.2,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2082,48201232500,TX,Harris,61.9,17.0,21.1,0.0,0.0,0.0,2480,42305.0,16083.0,13378.0,2641.0,17.8,11.5,10.9,19.4,16.5,22.2,31.0,85.4,13.9,0.0,0.0,0.7,0.0,27.3,1216,83.1,8.6,8.2,0.0,9.4,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2083,48201232600,TX,Harris,77.5,13.0,8.7,0.6,0.0,0.0,1496,55774.0,6564.0,18499.0,2132.0,10.2,15.9,16.3,12.1,24.1,13.0,34.4,92.1,4.8,0.7,0.0,1.0,1.4,26.5,1269,89.3,7.2,3.5,0.0,12.9,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2084,48201232701,TX,Harris,75.5,4.4,18.9,0.0,0.9,0.0,2757,35747.0,5069.0,11668.0,1237.0,33.4,54.5,7.1,22.1,21.1,26.3,23.4,66.2,21.0,5.0,2.5,4.0,1.4,22.1,3849,91.6,4.7,3.7,0.0,7.9,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2085,48201232702,TX,Harris,73.0,7.5,17.8,0.0,1.5,0.2,2684,33144.0,6804.0,13540.0,1726.0,33.2,46.3,14.3,20.2,22.7,15.4,27.4,80.4,13.5,2.8,1.4,1.1,0.8,25.5,2552,90.0,4.6,4.7,0.7,10.8,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2086,48201232800,TX,Harris,52.8,7.5,38.4,0.0,1.4,0.0,3377,42603.0,10844.0,21291.0,3433.0,16.1,25.2,17.8,19.5,28.2,9.7,25.0,85.1,6.5,1.6,1.6,1.8,3.4,26.9,2951,81.9,10.0,8.2,0.0,6.8,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2087,48201232900,TX,Harris,38.0,10.9,41.7,0.0,6.4,0.0,4948,50607.0,10071.0,22135.0,2454.0,13.3,18.3,31.9,15.8,28.3,7.2,16.9,77.3,16.3,3.2,0.5,1.3,1.4,28.2,3459,84.2,11.5,4.3,0.0,17.4,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2088,48201233001,TX,Harris,30.3,20.3,44.6,0.0,3.5,0.3,1985,40292.0,14134.0,20044.0,4220.0,25.2,29.6,20.1,14.5,30.5,14.8,20.0,81.5,5.8,0.4,10.0,1.2,1.1,23.3,1638,88.0,7.9,4.0,0.0,14.3,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2089,48201233002,TX,Harris,58.2,18.3,21.3,0.5,1.8,0.0,2885,71023.0,7129.0,25266.0,3001.0,15.6,21.3,23.6,14.9,32.6,14.0,14.9,85.4,13.6,1.0,0.0,0.0,0.0,24.4,2089,84.1,10.6,5.4,0.0,6.9,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2090,48201233003,TX,Harris,53.3,29.5,16.4,0.2,0.3,0.0,1551,70938.0,23212.0,25518.0,4369.0,4.8,6.7,32.5,16.0,24.5,10.6,16.4,88.2,11.3,0.0,0.0,0.5,0.0,31.7,1072,81.6,14.7,3.6,0.0,9.8,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2091,48201233101,TX,Harris,76.2,17.1,2.7,0.5,2.0,0.0,1731,37346.0,6554.0,14950.0,3439.0,29.5,39.3,8.3,18.2,18.3,31.5,23.8,82.1,10.3,0.0,6.4,1.3,0.0,26.5,1760,92.3,6.2,1.5,0.0,12.2,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2092,48201233102,TX,Harris,90.0,9.3,0.1,0.2,0.0,0.0,2032,34893.0,4032.0,10612.0,1063.0,35.3,46.5,8.3,24.5,16.8,25.5,24.9,77.2,13.5,0.0,1.6,4.5,3.2,25.5,2577,86.3,5.8,7.9,0.0,12.1,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2093,48201233103,TX,Harris,90.6,6.3,0.5,0.0,0.0,0.0,1514,28750.0,8523.0,10211.0,1914.0,37.8,50.5,10.0,16.7,16.1,33.9,23.3,59.4,21.8,0.5,4.2,9.3,4.8,25.7,1966,92.2,0.8,7.0,0.0,8.2,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2094,48201233200,TX,Harris,65.7,29.9,2.5,0.0,1.9,0.0,2972,53760.0,4105.0,17988.0,2117.0,12.5,14.0,13.1,15.4,24.0,20.8,26.7,77.5,13.8,1.5,1.3,2.9,3.0,27.9,2336,79.8,10.8,9.4,0.0,9.8,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2095,48201233300,TX,Harris,92.3,7.7,0.0,0.0,0.0,0.0,1800,43513.0,7526.0,14181.0,2025.0,19.5,21.7,4.0,25.3,23.9,18.6,28.2,73.2,17.2,1.5,3.9,3.1,1.1,24.6,2239,90.3,6.0,3.7,0.0,7.4,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2096,48201233400,TX,Harris,76.9,10.0,12.1,0.0,0.0,0.0,1365,22692.0,10763.0,12884.0,1698.0,36.3,44.8,7.6,14.0,24.2,23.6,30.6,69.8,24.3,0.6,0.4,0.0,4.9,24.7,1195,83.5,4.0,12.5,0.0,10.0,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2097,48201233500,TX,Harris,89.7,9.4,0.6,0.0,0.3,0.0,3653,27438.0,9699.0,11683.0,2310.0,35.3,44.9,14.5,17.7,16.2,19.8,31.8,79.5,15.7,1.7,2.5,0.0,0.5,25.0,2636,86.4,3.1,10.5,0.0,22.2,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2098,48201233600,TX,Harris,37.5,2.0,55.1,0.0,1.9,0.0,1122,31056.0,4935.0,15572.0,3370.0,44.5,75.5,25.2,13.8,20.8,18.7,21.5,71.0,22.8,3.5,0.6,0.4,1.7,30.5,818,70.8,23.7,5.5,0.0,6.5,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2099,48201233701,TX,Harris,65.4,13.0,21.6,0.1,0.0,0.0,2740,42955.0,8802.0,16394.0,2416.0,21.5,27.0,15.5,25.4,20.5,15.8,22.8,74.6,21.0,2.6,0.6,0.5,0.7,28.1,2445,77.3,18.8,3.9,0.0,8.7,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2100,48201233702,TX,Harris,86.5,12.7,0.6,0.0,0.2,0.0,1317,40288.0,9913.0,13889.0,1722.0,21.9,34.7,11.2,18.8,20.0,16.7,33.3,89.3,5.8,0.0,0.0,3.8,1.1,28.1,1230,82.9,8.5,8.5,0.0,9.4,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2101,48201233703,TX,Harris,87.2,12.8,0.0,0.0,0.0,0.0,1334,44875.0,8583.0,14749.0,1805.0,21.1,30.7,21.8,15.0,30.3,20.9,12.0,84.4,10.3,0.5,4.8,0.0,0.0,23.3,1145,89.4,3.1,7.5,0.0,12.5,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2102,48201240100,TX,Harris,58.4,8.2,30.3,1.8,0.5,0.0,1727,24866.0,3754.0,11624.0,1893.0,40.3,56.9,8.6,24.9,24.4,22.2,19.8,68.2,10.4,13.9,0.0,5.9,1.7,27.2,2002,85.7,8.6,5.7,0.0,8.5,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2103,48201240400,TX,Harris,52.9,20.2,22.8,0.0,1.1,0.0,3417,52484.0,7888.0,20504.0,2965.0,26.9,43.0,31.6,10.4,29.8,12.3,15.8,76.1,11.4,4.9,0.7,4.5,2.4,36.5,2778,81.1,13.9,5.0,0.0,8.4,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2104,48201240501,TX,Harris,59.1,2.6,36.9,0.0,1.3,0.0,2516,25101.0,3448.0,11689.0,1634.0,39.9,55.7,13.2,27.2,19.1,21.0,19.4,77.8,8.7,5.0,0.7,7.6,0.3,26.8,2690,88.6,10.0,1.4,0.0,11.1,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2105,48201240502,TX,Harris,41.8,3.0,53.8,0.0,1.0,0.0,2579,19893.0,3438.0,10896.0,1804.0,46.3,69.7,8.1,23.0,20.3,27.2,21.3,71.3,6.9,12.3,4.2,4.5,0.8,28.6,2321,74.4,8.2,17.4,0.0,12.5,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2106,48201240600,TX,Harris,55.9,2.1,40.6,0.1,0.8,0.0,1050,24059.0,2230.0,10942.0,1275.0,43.4,54.6,5.5,24.8,27.0,19.8,23.0,66.6,5.9,11.9,2.7,9.7,3.1,28.0,1246,83.8,8.6,7.6,0.0,13.0,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2107,48201240701,TX,Harris,49.2,6.8,40.6,0.0,2.6,0.0,8429,64802.0,6249.0,22792.0,3627.0,9.2,11.4,25.6,18.1,25.9,15.8,14.6,80.1,15.4,1.9,0.0,1.8,0.8,29.6,8006,80.0,12.8,7.1,0.2,6.0,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2108,48201240702,TX,Harris,58.4,7.1,29.8,0.0,2.3,0.0,5888,54964.0,6787.0,16027.0,1474.0,17.2,24.9,15.3,25.4,25.4,14.9,18.9,84.1,11.3,1.1,1.1,0.0,2.5,27.8,5729,81.1,12.5,6.4,0.0,7.7,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2109,48201240801,TX,Harris,51.0,20.6,26.1,0.0,0.5,0.0,3634,39451.0,3148.0,18512.0,3009.0,24.7,36.6,18.4,14.5,33.8,14.5,18.9,69.4,20.9,4.2,1.3,3.1,1.0,28.4,3569,90.8,8.1,1.1,0.0,7.5,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2110,48201240802,TX,Harris,40.4,19.0,36.3,0.0,2.9,0.0,2605,46972.0,3360.0,17841.0,1481.0,12.8,15.0,27.6,15.9,30.5,8.8,17.3,76.1,17.4,4.2,0.0,0.0,2.3,31.9,1708,68.1,27.4,4.4,0.0,9.4,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2111,48201240901,TX,Harris,34.8,23.0,39.6,0.5,1.6,0.0,5991,65837.0,14291.0,22015.0,2742.0,11.8,12.5,25.2,14.8,28.5,10.8,20.6,84.1,12.1,0.7,0.5,1.4,1.2,30.9,4795,81.7,14.1,4.2,0.0,8.0,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2112,48201240902,TX,Harris,39.1,19.8,36.2,0.1,2.4,0.0,7988,56762.0,7016.0,23034.0,2572.0,11.7,12.6,25.4,18.2,32.1,8.2,16.1,77.5,18.5,2.3,0.0,0.6,1.1,28.2,6052,75.6,20.0,3.9,0.4,7.1,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2113,48201241000,TX,Harris,34.8,42.7,18.7,0.1,1.5,0.0,5831,60421.0,9133.0,22938.0,2555.0,12.1,17.6,27.4,15.0,33.9,6.8,16.9,85.7,9.0,0.0,2.7,1.1,1.4,31.1,4043,79.1,14.3,6.6,0.0,5.8,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2114,48201241101,TX,Harris,29.1,48.8,18.6,0.0,1.3,0.0,3434,62064.0,12136.0,22435.0,3589.0,9.0,11.4,27.5,10.2,31.8,9.6,20.9,77.9,11.0,1.1,0.0,1.1,8.9,32.8,2470,78.6,10.4,10.9,0.0,4.7,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2115,48201241102,TX,Harris,28.6,36.4,31.1,0.0,1.3,1.3,7607,62847.0,8200.0,22789.0,2445.0,15.8,23.5,32.9,12.7,28.9,12.8,12.7,81.9,8.6,0.3,1.2,4.3,3.7,33.2,5753,76.6,18.0,5.4,0.0,9.4,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2116,48201241103,TX,Harris,32.1,35.4,27.5,0.0,3.7,0.0,2578,49211.0,12355.0,22770.0,4303.0,16.1,25.2,31.2,19.8,30.5,11.0,7.6,83.8,13.5,0.9,0.3,0.0,1.4,31.7,2086,72.8,15.6,10.5,1.2,3.7,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2117,48201241200,TX,Harris,39.2,35.8,21.6,1.0,2.3,0.0,4511,55437.0,5217.0,21637.0,2545.0,12.8,23.5,21.7,15.5,39.8,8.7,14.3,79.6,9.8,3.9,0.0,2.7,4.0,33.9,3435,89.2,7.6,3.2,0.0,7.9,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2118,48201241300,TX,Harris,22.8,48.3,17.6,0.0,5.9,0.0,8042,86010.0,6759.0,35990.0,3038.0,6.8,7.6,44.2,11.2,24.4,8.8,11.3,75.2,15.9,3.2,2.4,0.3,3.0,29.8,6378,74.1,15.6,10.2,0.0,4.1,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2119,48201241400,TX,Harris,27.6,55.8,7.4,0.0,7.0,0.0,5667,74333.0,10523.0,34439.0,5779.0,7.3,9.5,37.8,10.2,27.5,7.4,17.1,82.0,13.1,1.1,0.0,0.7,3.1,27.9,4312,80.0,9.6,10.3,0.0,3.7,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2120,48201241500,TX,Harris,46.8,16.0,35.9,0.2,0.2,0.0,4963,35525.0,4168.0,15750.0,1629.0,17.2,23.0,12.1,30.0,24.3,18.1,15.5,69.5,23.3,0.6,0.3,4.1,2.1,28.0,4197,85.0,7.5,6.9,0.5,9.3,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2121,48201250100,TX,Harris,48.2,14.1,33.0,0.9,1.5,0.0,4746,59069.0,10945.0,19232.0,2773.0,11.4,16.0,23.7,21.5,27.0,8.6,19.2,85.8,9.9,0.5,0.0,2.6,1.2,27.6,4074,87.7,10.4,1.9,0.0,6.8,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2122,48201250200,TX,Harris,51.2,8.5,38.4,0.0,0.9,0.0,4329,53889.0,9030.0,21030.0,1703.0,18.0,31.9,21.8,22.3,23.8,18.6,13.5,85.8,12.8,0.0,0.3,0.2,0.9,34.8,4288,82.8,14.2,3.0,0.0,7.2,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2123,48201250301,TX,Harris,27.2,18.8,49.3,1.1,2.4,0.1,5861,62598.0,10804.0,22519.0,2575.0,3.9,4.6,36.6,15.2,29.5,3.7,15.0,79.5,10.6,5.6,2.3,0.5,1.5,30.9,3238,85.5,10.9,2.1,1.5,15.3,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2124,48201250302,TX,Harris,36.8,32.4,26.4,0.0,3.1,0.0,6926,76688.0,7154.0,30590.0,4388.0,7.4,12.0,39.6,15.3,19.5,4.8,20.8,89.5,7.7,0.2,1.6,0.0,1.0,33.0,5318,74.6,22.5,3.0,0.0,2.6,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2125,48201250401,TX,Harris,30.2,51.7,12.5,0.0,3.5,0.7,7540,86549.0,13736.0,33139.0,3532.0,5.7,7.6,44.7,14.1,24.7,8.3,8.3,86.2,8.4,1.9,0.3,0.6,2.6,32.1,6128,78.0,19.1,2.4,0.5,6.0,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2126,48201250402,TX,Harris,15.9,58.7,21.5,0.0,1.3,1.8,11703,103661.0,18715.0,38340.0,4866.0,5.2,7.0,50.5,13.3,20.2,4.8,11.2,91.2,4.8,1.3,0.0,0.3,2.4,33.5,8598,72.1,25.4,2.5,0.0,4.4,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2127,48201250500,TX,Harris,23.6,43.9,24.5,0.0,3.1,0.0,3791,67714.0,6654.0,31519.0,7291.0,9.0,12.5,27.9,18.7,31.7,9.9,11.8,82.8,10.2,1.8,0.5,0.5,4.2,28.5,2778,80.8,15.8,3.4,0.0,8.3,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2128,48201250600,TX,Harris,50.4,22.2,22.5,0.0,2.3,1.5,4257,35903.0,9111.0,15586.0,2351.0,27.7,38.4,19.1,34.2,23.7,9.1,13.8,75.8,15.4,0.5,6.6,0.0,1.7,28.6,3582,76.9,13.6,9.1,0.4,11.4,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2129,48201250701,TX,Harris,25.6,56.5,16.0,0.0,1.9,0.0,4078,76049.0,14913.0,36575.0,7248.0,13.2,14.2,36.2,11.8,31.6,7.9,12.4,82.2,6.0,0.3,0.9,3.3,7.4,32.1,2825,78.7,13.5,7.9,0.0,6.6,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2130,48201250702,TX,Harris,16.1,68.0,11.4,0.2,2.9,0.0,3575,101563.0,10102.0,33207.0,2115.0,4.6,8.3,44.1,11.1,25.7,3.2,16.0,89.5,8.2,0.5,0.0,0.5,1.3,28.9,2425,82.1,15.3,2.6,0.0,8.9,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2131,48201250800,TX,Harris,12.6,74.3,5.5,0.0,2.9,0.0,5860,113421.0,16434.0,52592.0,9458.0,2.2,1.1,54.7,4.8,26.9,5.0,8.7,86.2,6.9,1.6,0.9,0.4,3.9,32.4,4192,80.5,14.2,4.8,0.4,4.8,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2132,48201250900,TX,Harris,7.1,86.2,1.3,0.5,4.5,0.0,7182,124814.0,13610.0,62827.0,6895.0,4.0,3.3,59.1,4.3,27.8,2.9,5.9,79.5,4.4,3.8,1.1,2.2,9.1,37.7,4574,85.0,9.9,5.1,0.0,2.8,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2133,48201251000,TX,Harris,18.2,61.6,7.3,0.0,8.7,0.0,2297,59073.0,9549.0,59878.0,11897.0,11.4,11.6,41.9,16.7,21.5,13.5,6.4,77.0,6.3,3.9,1.4,3.7,7.7,29.9,1664,83.7,8.2,8.2,0.0,8.8,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2134,48201251100,TX,Harris,13.3,78.6,5.8,0.2,0.8,0.0,5797,74552.0,10356.0,41132.0,5624.0,3.8,8.7,46.5,8.6,32.0,2.7,10.3,84.6,5.1,2.6,0.6,1.3,5.9,34.8,3618,78.1,13.4,8.5,0.0,9.3,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2135,48201251200,TX,Harris,16.3,76.0,2.6,0.9,3.0,0.0,4389,77839.0,17742.0,34073.0,5380.0,15.9,29.3,42.5,15.3,23.2,5.9,13.0,83.4,7.8,1.5,1.5,0.5,5.4,31.3,2999,85.8,9.8,4.4,0.0,10.4,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2136,48201251300,TX,Harris,7.8,82.4,3.5,4.1,1.2,0.0,5862,99603.0,9679.0,44332.0,5996.0,6.0,15.4,46.2,11.6,24.4,6.6,11.2,76.5,10.6,2.6,0.4,3.9,5.9,32.0,4291,80.5,13.1,6.4,0.0,3.4,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2137,48201251401,TX,Harris,16.4,73.1,3.9,0.0,5.8,0.0,1746,117292.0,25210.0,38700.0,3615.0,1.6,0.0,46.8,16.6,26.3,2.2,8.1,83.3,4.4,4.4,0.0,2.7,5.3,29.2,1527,82.2,8.6,9.2,0.0,1.9,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2138,48201251402,TX,Harris,14.1,79.8,0.0,0.6,0.2,0.0,4186,64705.0,12267.0,31635.0,4159.0,7.3,14.0,50.1,9.8,23.4,9.9,6.8,89.8,2.8,3.4,1.8,1.1,1.0,32.8,3540,80.4,18.7,0.9,0.0,1.2,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2139,48201251501,TX,Harris,11.7,75.3,2.2,0.0,8.6,0.0,3285,126468.0,13230.0,46037.0,5867.0,1.1,1.4,52.5,10.6,29.8,2.5,4.6,83.4,1.9,6.9,0.0,1.8,6.0,32.9,2544,86.6,9.6,3.9,0.0,4.9,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2140,48201251502,TX,Harris,9.6,84.1,3.1,0.0,2.2,0.0,7374,119942.0,18679.0,51488.0,5317.0,3.8,2.4,60.1,10.2,17.6,6.9,5.2,80.0,6.1,5.7,1.8,0.9,5.5,36.9,4717,75.4,17.5,6.6,0.4,4.6,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2141,48201251503,TX,Harris,5.4,90.0,0.8,0.0,1.6,0.0,1471,104688.0,13718.0,43260.0,8710.0,2.5,1.8,55.6,7.0,19.5,7.0,10.8,78.1,7.3,6.8,0.0,0.8,7.0,35.7,1036,85.9,11.0,3.1,0.0,4.3,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2142,48201251600,TX,Harris,7.6,88.4,1.2,0.0,0.0,0.0,4636,85938.0,22905.0,47010.0,14136.0,5.3,7.2,34.2,9.0,28.3,19.7,8.9,78.9,11.5,0.9,4.0,2.6,2.1,41.4,2918,82.3,7.5,10.2,0.0,5.4,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2143,48201251700,TX,Harris,12.5,80.9,5.1,0.0,0.2,0.0,5354,65445.0,8446.0,28497.0,2921.0,5.7,7.7,28.2,11.7,29.8,16.6,13.7,78.6,8.8,1.9,6.9,0.8,2.9,34.3,3593,83.9,7.8,8.3,0.0,6.2,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2144,48201251800,TX,Harris,22.9,76.4,0.3,0.0,0.5,0.0,1601,83500.0,10484.0,30702.0,5057.0,3.1,1.9,32.8,6.2,27.1,19.2,14.8,78.0,13.2,0.0,2.2,0.0,6.6,32.9,1023,76.6,15.7,7.6,0.0,7.6,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2145,48201251901,TX,Harris,23.5,72.2,1.1,0.4,1.8,0.0,6386,74191.0,22289.0,30940.0,3181.0,6.5,12.4,31.3,13.4,31.4,8.0,16.0,83.7,5.6,0.6,0.0,7.3,2.9,35.3,4467,86.8,12.9,0.3,0.0,5.7,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2146,48201251902,TX,Harris,20.8,67.1,8.2,0.0,0.0,1.8,3654,73250.0,17011.0,34843.0,3344.0,8.5,6.8,41.8,10.7,23.0,10.5,14.0,89.4,8.9,0.3,0.3,0.9,0.3,33.9,2325,81.5,15.0,3.4,0.0,5.6,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2147,48201252000,TX,Harris,30.6,43.7,19.0,0.0,3.5,0.0,9378,120711.0,8878.0,43380.0,7573.0,5.6,8.9,61.2,3.0,21.5,7.4,6.9,82.6,9.0,1.5,0.5,0.5,5.8,32.8,7080,83.1,13.8,3.0,0.0,6.6,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2148,48201252100,TX,Harris,35.5,48.6,12.7,0.0,0.6,0.0,1256,71481.0,12840.0,28973.0,4401.0,4.1,1.9,30.4,12.6,21.8,17.0,18.3,91.2,7.1,0.0,0.0,0.0,1.7,30.4,882,84.5,10.1,5.4,0.0,8.1,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2149,48201252200,TX,Harris,62.5,14.6,13.9,0.0,7.3,0.0,4160,48630.0,5459.0,21328.0,2641.0,10.1,6.8,28.0,18.9,28.4,10.9,13.9,83.9,11.5,0.4,0.4,1.1,2.5,27.8,4192,83.8,11.4,4.8,0.0,3.1,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2150,48201252301,TX,Harris,55.1,13.5,31.2,0.0,0.1,0.0,5194,53542.0,6276.0,18195.0,2051.0,18.7,26.4,19.6,10.7,34.2,11.9,23.7,85.7,11.4,1.3,0.0,0.0,1.6,24.7,3666,85.8,12.8,1.4,0.0,9.5,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2151,48201252302,TX,Harris,61.5,11.5,24.2,0.0,1.1,0.0,7091,66515.0,5654.0,22027.0,2140.0,11.1,16.3,23.4,14.7,28.3,12.3,21.4,83.2,11.1,0.6,0.0,3.7,1.3,28.3,5908,82.5,15.8,1.4,0.4,11.0,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2152,48201252400,TX,Harris,70.0,26.7,2.7,0.0,0.0,0.0,3596,47273.0,8349.0,17444.0,3032.0,26.6,44.0,18.3,20.1,26.8,17.8,17.0,84.7,10.0,0.0,0.0,3.6,1.7,25.8,2641,77.4,13.1,9.5,0.0,11.7,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2153,48201252500,TX,Harris,63.1,32.0,3.1,0.0,0.6,0.0,2315,37188.0,7988.0,15369.0,3508.0,36.0,50.9,13.0,17.3,21.7,20.0,28.1,64.5,26.9,0.4,3.4,3.9,0.8,21.6,1696,82.5,9.3,8.3,0.0,17.9,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2154,48201252600,TX,Harris,63.1,28.6,0.5,0.0,2.2,4.2,2938,41017.0,8299.0,16344.0,2889.0,27.8,46.0,8.6,27.0,11.7,24.1,28.6,77.9,15.6,0.0,0.8,3.8,1.9,25.5,3279,84.4,8.0,7.0,0.6,11.0,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2155,48201252700,TX,Harris,31.0,60.4,5.4,0.8,0.0,0.0,2676,46837.0,10491.0,25748.0,4847.0,19.8,28.0,21.9,6.8,27.7,12.9,30.7,81.5,11.4,0.1,3.0,0.5,3.5,25.6,1695,78.9,9.0,12.0,0.0,8.9,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2156,48201252800,TX,Harris,24.4,19.0,52.2,0.0,1.8,0.0,4496,39432.0,12329.0,17125.0,2404.0,25.6,35.8,24.7,19.9,22.4,19.2,13.9,88.2,5.7,0.0,1.5,3.0,1.6,28.4,2647,77.4,14.7,7.3,0.6,13.9,2258976,4943,730,12,19.168278016233906,1150.0966809740344
2157,48201252900,TX,Harris,29.1,64.8,5.7,0.0,0.1,0.0,5350,53571.0,8572.0,23968.0,2648.0,15.8,25.3,22.6,14.7,26.1,11.8,24.8,82.9,14.7,0.0,0.4,0.5,1.6,23.4,3142,84.0,10.7,5.3,0.0,15.4,2258976,4943,730,12,19.168278016233906,1150.0966809740344
